date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:38:54	80783/80783	---M--	200	added ('OK')	image/jpeg	etag:%2213b8f-625b2048-bd23203316407dd9;;;%22	https://www.serefconcept.com/img/product/s/IMGL0496.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL0496.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:38:54	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202024%2015:38:56%20GMT	https://www.serefconcept.com/en/product/nora-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/nora-classic-sofa-set	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:38:55	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202024%2015:38:57%20GMT	https://www.serefconcept.com/en/product/nora-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/nora-classic-sofa-set	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:38:56	27555/27555	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:38:58%20GMT	https://www.serefconcept.com/en/product/monaco-classic-light-color-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/monaco-classic-light-color-sofa-set.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:38:56	79221/79221	---M--	200	added ('OK')	image/jpeg	etag:%2213575-625b2774-bfa4abad551675ed;;;%22	https://www.serefconcept.com/img/product/s/IMGL2897.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL2897.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:38:57	26478/26478	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:38:59%20GMT	https://www.serefconcept.com/en/product/cavalli-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/cavalli-classic-sofa-set.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:38:58	116393/116393	---M--	200	added ('OK')	image/jpeg	etag:%221c6a9-625d4196-5a5e53bec8e04568;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.13-1.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.13-1.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:38:59	26486/26486	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:01%20GMT	https://www.serefconcept.com/en/product/cavalli-classic-sofa-set-2	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/cavalli-classic-sofa-set-2.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:38:59	109997/109997	---M--	200	added ('OK')	image/jpeg	etag:%221adad-625d41f2-8cfdb46e5d3f3627;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.16.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.16.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:00	26618/26618	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:03%20GMT	https://www.serefconcept.com/en/product/defne-classic-sofa-set-1	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/defne-classic-sofa-set-1.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:02	168092/168092	---M--	200	added ('OK')	image/jpeg	etag:%222909c-625d48bf-7a2728daf3e5bc94;;;%22	https://www.serefconcept.com/img/product/s/KIRP2_2.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/KIRP2_2.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:02	26296/26296	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:04%20GMT	https://www.serefconcept.com/en/product/ravello-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/ravello-classic-sofa-set.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:02	105082/105082	---M--	200	added ('OK')	image/jpeg	etag:%2219a7a-625d49de-af13ddd74fb4db44;;;%22	https://www.serefconcept.com/img/product/s/ravello-1.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/ravello-1.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:04	26051/26051	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:06%20GMT	https://www.serefconcept.com/en/product/milano-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/milano-classic-sofa-set.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:05	115880/115880	---M--	200	added ('OK')	image/jpeg	etag:%221c4a8-625d4bbf-af740f2394782ce7;;;%22	https://www.serefconcept.com/img/product/s/milano-1.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/milano-1.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:06	100355/100355	---M--	200	added ('OK')	image/jpeg	etag:%2218803-625d4c2e-583b7a88717b8f42;;;%22	https://www.serefconcept.com/img/product/s/milano-2.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/milano-2.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:07	26059/26059	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:08%20GMT	https://www.serefconcept.com/en/product/milano-classic-sofa-set-2-1	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/milano-classic-sofa-set-2-1.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:08	76324/76324	---M--	200	added ('OK')	image/jpeg	etag:%2212a24-625d4e7c-5c92a69ca231f607;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2022-04-18-at-14.41.10.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2022-04-18-at-14.41.10.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:08	29381/29381	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:10%20GMT	https://www.serefconcept.com/en/product/roma-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/roma-classic-sofa-set.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:10	104792/104792	---M--	200	added ('OK')	image/jpeg	etag:%2219958-625d7f08-e368bd0e47ca5cb3;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2022-04-18-at-15.03.33-1.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2022-04-18-at-15.03.33-1.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:10	26170/26170	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:12%20GMT	https://www.serefconcept.com/en/product/roma-classic-sofa-set-2	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/roma-classic-sofa-set-2.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:11	71998/71998	---M--	200	added ('OK')	image/jpeg	etag:%221193e-625d8728-4f58291ff3a22b87;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2022-04-18-at-18.31.38-11.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2022-04-18-at-18.31.38-11.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:11	27638/27638	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:13%20GMT	https://www.serefconcept.com/en/product/sarina-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/sarina-classic-sofa-set.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:12	113321/113321	---M--	200	added ('OK')	image/jpeg	etag:%221baa9-625d8db8-310ceb890508b77b;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2022-04-18-at-18.34.49-5.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2022-04-18-at-18.34.49-5.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:13	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202024%2015:39:15%20GMT	https://www.serefconcept.com/en/product/sarina-classic-sofa-set-2	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/sarina-classic-sofa-set-2	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:14	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202024%2015:39:16%20GMT	https://www.serefconcept.com/en/product/sarina-classic-sofa-set-2	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/sarina-classic-sofa-set-2	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:15	26048/26048	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:17%20GMT	https://www.serefconcept.com/en/product/seref-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/seref-classic-sofa-set.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:15	120344/120344	---M--	200	added ('OK')	image/jpeg	etag:%221d618-625d906d-4129a6b2f560311b;;;%22	https://www.serefconcept.com/img/product/s/%c5%9feref-2.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/%c5%9feref-2.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:16	27267/27267	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:19%20GMT	https://www.serefconcept.com/en/product/seref-classic-sofa-set-2	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/seref-classic-sofa-set-2.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:16	96836/96836	---M--	200	added ('OK')	image/jpeg	etag:%2217a44-625d90aa-db6277eaa36d0471;;;%22	https://www.serefconcept.com/img/product/s/%c5%9feref-koltuk.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/%c5%9feref-koltuk.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:17	117358/117358	---M--	200	added ('OK')	image/jpeg	etag:%221ca6e-625d9cf7-726bf9fef6388903;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.04.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.04.jpg	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:18	26150/26150	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:20%20GMT	https://www.serefconcept.com/en/product/venice-classic-sofa-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/venice-classic-sofa-set.html	(from https://www.serefconcept.com/en/category/classic-sofa-set)
07:39:20	27423/27423	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:22%20GMT	https://www.serefconcept.com/en/product/ahenk-classic-dining-room-set-	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/ahenk-classic-dining-room-set-.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:20	96639/96639	---M--	200	added ('OK')	image/jpeg	etag:%221797f-6241990c-f8e4cc57615fe31e;;;%22	https://www.serefconcept.com/img/product/s/Classic-Furniture-Klasik-mobilya33.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/Classic-Furniture-Klasik-mobilya33.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:20	28402/28402	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:23%20GMT	https://www.serefconcept.com/en/product/nakis-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/nakis-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:21	103239/103239	---M--	200	added ('OK')	image/jpeg	etag:%2219347-62419944-96418f43b5628378;;;%22	https://www.serefconcept.com/img/product/s/Nak%c4%b1%c5%9f-seref-concept-klasik-mobilya-classic-furniture23.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/Nak%c4%b1%c5%9f-seref-concept-klasik-mobilya-classic-furniture23.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:22	96722/96722	---M--	200	added ('OK')	image/jpeg	etag:%22179d2-62419913-36e3b9f969a4290f;;;%22	https://www.serefconcept.com/img/product/s/elegance-classic-furniture-klasik-mobilya4.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/elegance-classic-furniture-klasik-mobilya4.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:23	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202024%2015:39:25%20GMT	https://www.serefconcept.com/en/product/elegance-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/elegance-classic-dining-room-set	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:23	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202024%2015:39:25%20GMT	https://www.serefconcept.com/en/product/elegance-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/elegance-classic-dining-room-set	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:25	105764/105764	---M--	200	added ('OK')	image/jpeg	etag:%2219d24-62419947-89a899e6f2fb1952;;;%22	https://www.serefconcept.com/img/product/s/Nazende-seref-concept-klasik-mobilya-classic-furniture.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/Nazende-seref-concept-klasik-mobilya-classic-furniture.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:25	29432/29432	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:27%20GMT	https://www.serefconcept.com/en/product/hanzade-classic-brown-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/hanzade-classic-brown-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:27	102182/102182	---M--	200	added ('OK')	image/jpeg	etag:%2218f26-62419922-249d765c2737d2f9;;;%22	https://www.serefconcept.com/img/product/s/Lagos-seref-concept-klasik-mobilya-classic-furniture8.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/Lagos-seref-concept-klasik-mobilya-classic-furniture8.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:27	28992/28992	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:29%20GMT	https://www.serefconcept.com/en/product/lagos-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/lagos-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:28	103517/103517	---M--	200	added ('OK')	image/jpeg	etag:%221945d-6241991b-96ecb1384e98c382;;;%22	https://www.serefconcept.com/img/product/s/IMGL5683.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL5683.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:29	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202024%2015:39:30%20GMT	https://www.serefconcept.com/en/product/lyon-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/lyon-classic-dining-room-set	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:30	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2009%20Jan%202024%2015:39:32%20GMT	https://www.serefconcept.com/en/product/lyon-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/lyon-classic-dining-room-set	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:31	94083/94083	---M--	200	added ('OK')	image/jpeg	etag:%2216f83-6241994d-78b3e76efec7395d;;;%22	https://www.serefconcept.com/img/product/s/Nazende-seref-concept-klasik-mobilya-classic-furniture39.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/Nazende-seref-concept-klasik-mobilya-classic-furniture39.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:31	29722/29722	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:33%20GMT	https://www.serefconcept.com/en/product/hanzade-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/hanzade-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:33	29050/29050	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:35%20GMT	https://www.serefconcept.com/en/product/payidar-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/payidar-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:33	109417/109417	---M--	200	added ('OK')	image/jpeg	etag:%221ab69-62419952-23749dd1296b2f30;;;%22	https://www.serefconcept.com/img/product/s/Payidar-seref-concept-klasik-mobilya-classic-furniture.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/Payidar-seref-concept-klasik-mobilya-classic-furniture.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:34	30126/30126	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:36%20GMT	https://www.serefconcept.com/en/product/craft-green-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/craft-green-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:34	99831/99831	---M--	200	added ('OK')	image/jpeg	etag:%22185f7-625a8e68-88e5dcbb54698762;;;%22	https://www.serefconcept.com/img/product/s/IMGL0346.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL0346.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:35	28972/28972	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:37%20GMT	https://www.serefconcept.com/en/product/craft-cream-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/craft-cream-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:35	85528/85528	---M--	200	added ('OK')	image/jpeg	etag:%2214e18-625aceb5-8c9ab5ceeb12ddd3;;;%22	https://www.serefconcept.com/img/product/s/IMGL1092.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL1092.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:36	89974/89974	---M--	200	added ('OK')	image/jpeg	etag:%2215f76-625ad640-6da390cc59ae6def;;;%22	https://www.serefconcept.com/img/product/s/IMGL2976.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL2976.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:36	29643/29643	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:39%20GMT	https://www.serefconcept.com/en/product/emirgan-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/emirgan-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:37	100807/100807	---M--	200	added ('OK')	image/jpeg	etag:%22189c7-625ae076-5fcc2d05881df98d;;;%22	https://www.serefconcept.com/img/product/s/IMGL0313.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL0313.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:38	30006/30006	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:40%20GMT	https://www.serefconcept.com/en/product/hunkar-classic-gold-and-brown-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/hunkar-classic-gold-and-brown-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:39	93878/93878	---M--	200	added ('OK')	image/jpeg	etag:%2216eb6-625ae72d-e058730bfa48dd2b;;;%22	https://www.serefconcept.com/img/product/s/IMGL1006.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL1006.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:39	30216/30216	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:41%20GMT	https://www.serefconcept.com/en/product/hunkar-classic-light-brown-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/hunkar-classic-light-brown-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:40	97885/97885	---M--	200	added ('OK')	image/jpeg	etag:%2217e5d-625b1078-8557a3a08e306a0;;;%22	https://www.serefconcept.com/img/product/s/IMGL0904.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL0904.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:40	29955/29955	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:42%20GMT	https://www.serefconcept.com/en/product/monaco-cream-brown-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/monaco-cream-brown-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:41	88493/88493	---M--	200	added ('OK')	image/jpeg	etag:%22159ad-625b180b-b6c58f4981d8ca30;;;%22	https://www.serefconcept.com/img/product/s/IMGL2808.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL2808.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:42	28942/28942	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:44%20GMT	https://www.serefconcept.com/en/product/monaco-dark-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/monaco-dark-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:43	29843/29843	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:45%20GMT	https://www.serefconcept.com/en/product/nora-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/nora-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:43	89727/89727	---M--	200	added ('OK')	image/jpeg	etag:%2215e7f-625b21f7-58d67b3b5538ff45;;;%22	https://www.serefconcept.com/img/product/s/IMGL0520.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL0520.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:44	29015/29015	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:46%20GMT	https://www.serefconcept.com/en/product/monaco-classic-light-color-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/monaco-classic-light-color-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:44	84172/84172	---M--	200	added ('OK')	image/jpeg	etag:%22148cc-625b2bc3-636ce1196bfa1105;;;%22	https://www.serefconcept.com/img/product/s/IMGL2917.jpg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/IMGL2917.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:45	26294/26294	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:48%20GMT	https://www.serefconcept.com/en/product/cavalli-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/cavalli-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:46	119849/119849	---M--	200	added ('OK')	image/jpeg	etag:%221d429-625d425e-d30086ffbffbfeee;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.13.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.13.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:46	26064/26064	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:49%20GMT	https://www.serefconcept.com/en/product/cavalli-classic-dining-room-set-2-1	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/cavalli-classic-dining-room-set-2-1.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:46	109652/109652	---M--	200	added ('OK')	image/jpeg	etag:%221ac54-625d4445-13383f11970b88cc;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.15.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2020-01-29-at-10.18.15.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:47	25738/25738	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:50%20GMT	https://www.serefconcept.com/en/product/defne-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/defne-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:48	104435/104435	---M--	200	added ('OK')	image/jpeg	etag:%22197f3-625d4932-9060687f6c4d932b;;;%22	https://www.serefconcept.com/img/product/s/WhatsApp-Image-2020-06-28-at-13.07.30.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/WhatsApp-Image-2020-06-28-at-13.07.30.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:49	103648/103648	---M--	200	added ('OK')	image/jpeg	etag:%22194e0-625d4ab2-40505ff2e7048d20;;;%22	https://www.serefconcept.com/img/product/s/ravello-4.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/ravello-4.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:49	25642/25642	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:51%20GMT	https://www.serefconcept.com/en/product/ravello-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/ravello-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:50	26089/26089	---MCZ	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2015:39:52%20GMT	https://www.serefconcept.com/en/product/milano-classic-dining-room-set	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/en/product/milano-classic-dining-room-set.html	(from https://www.serefconcept.com/en/category/classic-dining-room)
07:39:50	117299/117299	---M--	200	added ('OK')	image/jpeg	etag:%221ca33-625d4cad-8072c2170055e9fd;;;%22	https://www.serefconcept.com/img/product/s/milano-3.jpeg	C:/Users/hp/Desktop/iiiioopp/www.serefconcept.com/img/product/s/milano-3.jpg	(from https://www.serefconcept.com/en/category/classic-dining-room)
